velo_x, velo_y
1.0616069851961016, 1.0616069851961016
2.1234246231688085, 2.1234246231688085
3.185496576598286, 3.185496576598286
4.247874823131084, 4.247874823131084
5.310621079357051, 5.310621079357051
6.37380843604726, 6.37380843604726
7.437523229721407, 7.437523229721407
8.501867177436985, 8.501867177436985
9.566959803434521, 9.566959803434521
10.63294118788141, 10.63294118788141
11.699975069371416, 11.699975069371416
12.76825233398987, 12.76825233398987
13.83799492456997, 13.83799492456997
14.909460204159505, 14.909460204159505
15.9829458075991, 15.9829458075991
17.058795014384806, 17.058795014384806
18.13740267454729, 18.13740267454729
19.219221717020122, 19.219221717020122
20.304770266782803, 20.304770266782803
21.394639392841803, 21.394639392841803
22.489501503751193, 22.489501503751193
23.590119400774267, 23.590119400774267
24.69735599086139, 24.69735599086139
25.81218465229216, 25.81218465229216
26.935700235045594, 26.935700235045594
28.0691306656867, 28.0691306656867
29.213849112784363, 29.213849112784363
30.371386653629507, 30.371386653629507
31.54344536636469, 31.54344536636469
32.73191175366936, 32.73191175366936
33.93887038501507, 33.93887038501507
35.166617624406825, 35.166617624406825
36.41767528970528, 36.41767528970528
37.69480406837719, 37.69480406837719
39.001016493197575, 39.001016493197575
40.33958926042845, 40.33958926042845
41.714074652776304, 41.714074652776304
43.12831081047998, 43.12831081047998
44.58643057673772, 44.58643057673772
46.09286862891558, 46.09286862891558
47.652366595178115, 47.652366595178115
49.26997584794951, 49.26997584794951
50.95105766154782, 50.95105766154782
52.701280422021185, 52.701280422021185
54.526613583204195, 54.526613583204195
56.433318074807104, 56.433318074807104
58.42793288638607, 58.42793288638607
60.51725757566871, 60.51725757566871
62.70833048117543, 62.70833048117543
65.00840245750858, 65.00840245750858
67.42490599707378, 67.42490599707378
69.96541965419162, 69.96541965419162
72.6376277462367, 72.6376277462367
75.44927537111698, 75.44927537111698
78.40811885041998, 78.40811885041998
81.52187178206607, 81.52187178206607
84.79814696431863, 84.79814696431863
88.24439453333642, 88.24439453333642
91.86783673779767, 91.86783673779767
95.67539985503127, 95.67539985503127
99.67364383200284, 99.67364383200284
103.86869030978846, 103.86869030978846
108.26614976014834, 108.26614976014834
112.87104852579294, 112.87104852579294
117.68775661025514, 117.68775661025514
122.7199171073485, 122.7199171073485
127.97037819252012, 127.97037819252012
133.4411286176667, 133.4411286176667
139.13323765603548, 139.13323765603548
145.0468004337701, 145.0468004337701
151.1808895588424, 151.1808895588424
157.53351391618688, 157.53351391618688
164.10158543979432, 164.10158543979432
170.88089459862962, 170.88089459862962
177.86609524416266, 177.86609524416266
185.0506993640351, 185.0506993640351
192.42708217025364, 192.42708217025364
199.9864978229534, 199.9864978229534
207.71910595414977, 207.71910595414977
215.61400901219744, 215.61400901219744
223.65930029931405, 223.65930029931405
231.84212242409336, 231.84212242409336
240.14873574112747, 240.14873574112747
248.564596203437, 248.564596203437
257.07444191312106, 257.07444191312106
265.6623875241722, 265.6623875241722
274.31202553129725, 274.31202553129725
283.0065333722148, 283.0065333722148
291.7287851803571, 291.7287851803571
300.4614669520211, 300.4614669520211
309.18719383823674, 309.18719383823674
317.88862823805425, 317.88862823805425
326.5485973572702, 326.5485973572702
335.1502089050705, 335.1502089050705
343.6769636305033, 343.6769636305033
352.1128634504995, 352.1128634504995
360.4425139903292, 360.4425139903292
368.65122044452636, 368.65122044452636
376.7250757696786, 376.7250757696786
384.65104033801924, 384.65104033801924
