velo_x, velo_y
22.574897532045263, -48.63204474417607
35.868005525739456, -31.389928468172783
68.32350617689286, 48.17804789377195
67.69492328388331, 41.08901608779702
-77.05941356245441, 4.346652877122172
-49.5264555715425, 13.78268982189179
38.7966465479952, 84.55442426278111
39.88326133942234, -26.43817904545999
41.13160736034691, 43.05458905218631
242.57740120812238, -0.718047377194539
46.864968950706434, -0.44933388451680756
81.957987386847, 79.75066009524247
72.29246285708287, 64.57733798677252
55.381345139230326, 65.10844822092076
-1.3540607839142638, 95.89082232376622
64.38478997110118, 20.10686723947068
-26.216299933948743, 61.0703912160034
7.274530203121362, 2.867641211914531
-6.281937797165234, 42.289856221887504
29.136400362162387, 16.415368736921955
164.51756421533702, 31.457808114489595
-84.95144739343039, 62.79388568828931
69.74122334803425, -20.527629068444917
-66.67891548038416, 155.62727333212257
3.3264963277881456, -28.718634614827963
98.58055839464807, -39.60779419065783
38.74710353790509, 104.37695480218139
-28.078890630082512, 84.08555768345201
-4.585046679521788, 75.78036489920561
80.91160076991663, 77.83646638969287
-1.825109666984929, 41.26208186522839
56.90767500867662, -9.91510265539177
48.643496142446395, 50.45745923984115
8.87168458019638, 7.338002745818706
178.7361990117785, 108.60673765732403
90.34379471026978, 43.485210481060776
-66.90954874002533, 5.069174651880402
68.16194235276993, 37.69153296742467
19.732624448895287, 84.21569959153602
113.14456611086715, 28.17509285485523
17.10390474445054, 15.321925316426686
60.529596491648945, 82.03501566917762
100.5779276004009, 84.97668512809683
125.19939232787874, 42.83749015540367
4.32634340305259, 48.08182948929979
59.48288255788846, 93.47595294980354
54.387902807214786, -4.000439012967291
47.14333207652876, 1.8952595683581563
195.8594577543426, 46.82555006233062
117.95459683822928, 80.8488650778611
21.864088185256847, 116.17157938123984
156.59160487644357, 190.04126107013013
232.996546494772, 157.12675206613517
171.90987298383772, 100.36564555296327
23.244767219020346, 113.26599270209982
89.9506177998979, 58.85290029360445
199.77189447227298, 122.64643736153222
86.206356378886, 111.34700598080454
160.3632646670457, 153.09721259855738
185.43918472253995, 89.32728490364036
88.73264849145559, 175.50926764061091
146.32502354394046, 241.8608796878031
-38.87065539155287, 149.07977610518003
100.01136198325372, 185.5773237892476
152.34935661815726, 208.91208520441361
98.82362395000999, 149.6173865547508
277.9791105577092, 193.4799812304361
100.72426251462764, 187.28828923917328
166.78026886186697, 199.0435039766159
207.82636453658344, 153.60134286808997
293.4025706291703, 208.39678374073995
127.8599269902026, 243.89155353569595
291.0237305216834, 308.3025218600883
229.20197797725356, 286.14424388119073
177.17803171116705, 365.2594982247375
271.3959775897585, 197.62891536067926
263.3290059072073, 303.7246623760398
223.1958748521253, 270.2094078259541
271.32127132971544, 398.5213222233747
252.03200839904767, 226.6529270894442
290.0652457749569, 232.87089452903544
331.16309801494145, 255.4716988170373
394.84667173601713, 172.2519193087076
233.72791322969303, 276.4515418584583
444.3419955422835, 270.81203336968565
207.64084278166774, 333.7897379415903
324.0989259834448, 353.7113902322094
376.96949516379726, 454.24071312767586
367.00952954832417, 407.1754477753852
321.2732803233068, 324.02103217279824
354.62936382401347, 313.21181856454854
346.0048518673896, 405.10005823730995
348.6685924411651, 304.8164854365793
443.42021979393525, 502.331619923935
422.23749242561604, 471.58297051099044
367.5642730425716, 380.98830963192853
471.3780954960486, 314.6140312246009
444.03567147171833, 506.8300426690465
482.4889946329268, 426.84487678743216
479.5304443338174, 516.0216925368084
